"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-07-13T00:00:00.000","2",,,,,"2",,,,
"2021-07-12T00:00:00.000","16",,,,,"16",,,,
"2021-07-11T00:00:00.000","25",,,,,"25",,,,
"2021-07-10T00:00:00.000","23",,,,,"22","1",,,
"2021-07-09T00:00:00.000","38",,,,,"38",,,,
"2021-07-08T00:00:00.000","60",,,,,"59","1",,,
"2021-07-07T00:00:00.000","68",,,,,"68",,,,
"2021-07-06T00:00:00.000","93",,,,,"93",,,,
"2021-07-05T00:00:00.000","84",,,,,"83","1",,,
"2021-07-04T00:00:00.000","90",,,,,"90",,,,
"2021-07-03T00:00:00.000","74",,,,,"74",,,,
"2021-07-02T00:00:00.000","70",,,,,"70",,,,
"2021-07-01T00:00:00.000","83",,,,,"78","5",,,
"2021-06-30T00:00:00.000","79",,,,,"77","2",,,
"2021-06-29T00:00:00.000","87",,,,,"84","3",,,
"2021-06-28T00:00:00.000","81",,,,,"74","7",,,
"2021-06-27T00:00:00.000","63",,,,,"56","6","1",,
"2021-06-26T00:00:00.000","47",,,,,"46","1",,,
"2021-06-25T00:00:00.000","58",,,,,"55","3",,,
"2021-06-24T00:00:00.000","73",,"1",,,"68","3","1",,
"2021-06-23T00:00:00.000","72",,,,,"67","5",,,
"2021-06-22T00:00:00.000","76",,,,,"68","8",,,
"2021-06-21T00:00:00.000","54",,,,,"47","7",,,
"2021-06-20T00:00:00.000","64",,,,,"53","11",,,
"2021-06-19T00:00:00.000","70",,,,,"52","18",,,
"2021-06-18T00:00:00.000","49",,,,,"33","16",,,
"2021-06-17T00:00:00.000","68",,,,,"48","20",,,
"2021-06-16T00:00:00.000","104",,"2",,,"63","39",,,
"2021-06-15T00:00:00.000","78",,"1",,,"55","22",,,
"2021-06-14T00:00:00.000","115",,"2",,,"60","53",,,
"2021-06-13T00:00:00.000","85",,"2",,,"47","35","1",,
"2021-06-12T00:00:00.000","100",,"3",,,"48","48","1",,
"2021-06-11T00:00:00.000","96",,"2",,,"42","49","3",,
"2021-06-10T00:00:00.000","127",,"3",,,"54","70",,,
"2021-06-09T00:00:00.000","178",,,,,"66","111","1",,
"2021-06-08T00:00:00.000","155",,"5",,,"53","96","1",,
"2021-06-07T00:00:00.000","176",,"9",,,"47","119","1",,
"2021-06-06T00:00:00.000","132",,"2",,,"40","88","2",,
"2021-06-05T00:00:00.000","190",,"4",,,"30","155","1",,
"2021-06-04T00:00:00.000","189",,"5",,,"45","136","3",,
"2021-06-03T00:00:00.000","211",,"20",,,"21","168","2",,
"2021-06-02T00:00:00.000","208",,"11",,,"30","166","1",,
"2021-06-01T00:00:00.000","266",,"9",,,"29","227","1",,
"2021-05-31T00:00:00.000","229",,"9",,,"20","198","2",,
"2021-05-30T00:00:00.000","174",,"8",,,"11","153","2",,
"2021-05-29T00:00:00.000","215",,"3",,,"11","200","1",,
"2021-05-28T00:00:00.000","257",,"13",,,"15","225","4",,
"2021-05-27T00:00:00.000","265",,"18",,,"6","236","5",,
"2021-05-26T00:00:00.000","302",,"19",,,"6","274","3",,
"2021-05-25T00:00:00.000","301",,"29",,,"11","257","4",,
"2021-05-24T00:00:00.000","359",,"24",,,"17","314","4",,
"2021-05-23T00:00:00.000","315",,"11",,,"10","293","1",,
"2021-05-22T00:00:00.000","316",,"15",,,"11","288","2",,
"2021-05-21T00:00:00.000","355",,"21",,,"10","324",,,
"2021-05-20T00:00:00.000","419",,"48",,,"10","355","6",,
"2021-05-19T00:00:00.000","475",,"47",,,"16","409","3",,
"2021-05-18T00:00:00.000","511",,"48",,,"14","442","7",,
"2021-05-17T00:00:00.000","476",,"38",,,"12","419","7",,
"2021-05-16T00:00:00.000","406",,"15",,,"18","369","4",,
"2021-05-15T00:00:00.000","419",,"14",,,"11","388","6",,
"2021-05-14T00:00:00.000","505",,"18",,,"12","468","7",,
"2021-05-13T00:00:00.000","536",,"40","1",,"12","473","10",,
"2021-05-12T00:00:00.000","642",,"45",,,"13","567","17",,
"2021-05-11T00:00:00.000","613",,"37",,,"13","553","10",,
"2021-05-10T00:00:00.000","809",,"69","1",,"10","718","11",,
"2021-05-09T00:00:00.000","582",,"26",,,"15","533","8",,
"2021-05-08T00:00:00.000","632",,"29",,,"8","587","8",,
"2021-05-07T00:00:00.000","751",,"67",,,"13","667","4",,
"2021-05-06T00:00:00.000","784",,"82",,,"12","686","4",,
"2021-05-05T00:00:00.000","992",,"68",,,"15","899","10",,
"2021-05-04T00:00:00.000","977",,"89",,,"11","871","6",,
"2021-05-03T00:00:00.000","1086",,"90","1",,"6","969","20",,
