"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-04-06T00:00:00.000","19",,,,,"19",,,,
"2021-04-05T00:00:00.000","90",,,,,"88",,"2",,
"2021-04-04T00:00:00.000","121",,,,,"119","2",,,
"2021-04-03T00:00:00.000","196",,"1",,,"190","3","2",,
"2021-04-02T00:00:00.000","413",,,,,"408","4","1",,
"2021-04-01T00:00:00.000","768",,"1",,,"755","11","1",,
"2021-03-31T00:00:00.000","863",,"1",,,"845","13","4",,
"2021-03-30T00:00:00.000","1233",,,,,"1213","14","6",,
"2021-03-29T00:00:00.000","1541",,"1",,,"1509","21","10",,
"2021-03-28T00:00:00.000","1365",,,,,"1346","10","9",,
"2021-03-27T00:00:00.000","1457",,"1",,,"1432","18","6",,
"2021-03-26T00:00:00.000","1726",,"1",,,"1682","26","17",,
"2021-03-25T00:00:00.000","1864",,"8",,,"1787","45","24",,
"2021-03-24T00:00:00.000","2075",,"9","1",,"1933","104","28",,
"2021-03-23T00:00:00.000","2215",,"23",,,"2025","122","45",,
"2021-03-22T00:00:00.000","2587",,"14",,,"2297","251","25",,
"2021-03-21T00:00:00.000","2283",,"12",,,"1962","270","39",,
"2021-03-20T00:00:00.000","2456",,"43","1",,"2013","366","33",,
"2021-03-19T00:00:00.000","2490",,"69","1",,"1887","495","38",,
"2021-03-18T00:00:00.000","2548",,"137","2",,"1803","561","45",,
"2021-03-17T00:00:00.000","2826",,"181",,,"1778","819","48",,
"2021-03-16T00:00:00.000","3002",,"343","1",,"1464","1134","60",,
"2021-03-15T00:00:00.000","3543",,"324","1",,"1578","1564","76",,
"2021-03-14T00:00:00.000","2772",,"104",,,"1177","1426","65",,
"2021-03-13T00:00:00.000","2897",,"276","1",,"944","1615","61",,
"2021-03-12T00:00:00.000","3309",,"367",,,"962","1907","73",,
"2021-03-11T00:00:00.000","3206",,"383","1",,"693","2071","58",,
"2021-03-10T00:00:00.000","3886",,"474",,,"702","2611","99",,
"2021-03-09T00:00:00.000","3496",,"445","1",,"513","2470","67",,
"2021-03-08T00:00:00.000","3992",,"387","1",,"530","2980","94",,
"2021-03-07T00:00:00.000","3001",,"124",,,"380","2423","74",,
"2021-03-06T00:00:00.000","3248",,"327","1",,"317","2546","57",,
"2021-03-05T00:00:00.000","3694",,"447","1",,"372","2776","98",,
"2021-03-04T00:00:00.000","3339",,"399","1",,"275","2575","89",,
"2021-03-03T00:00:00.000","3557",,"440","1",,"283","2766","67",,
"2021-03-02T00:00:00.000","3517",,"502","1",,"243","2700","71",,
"2021-03-01T00:00:00.000","4234",,"415","1",,"277","3442","99",,
"2021-02-28T00:00:00.000","2361",,"138",,,"133","2026","64",,
"2021-02-27T00:00:00.000","2569",,"308",,,"129","2072","60",,
"2021-02-26T00:00:00.000","2966",,"371","1",,"143","2381","70",,
"2021-02-25T00:00:00.000","2862",,"365",,,"110","2300","87",,
"2021-02-24T00:00:00.000","2829",,"313","1",,"109","2345","61",,
"2021-02-23T00:00:00.000","2893",,"323","1",,"108","2397","64",,
"2021-02-22T00:00:00.000","3057",,"257",,,"134","2590","76",,
"2021-02-21T00:00:00.000","2215",,"90",,,"95","1982","48",,
"2021-02-20T00:00:00.000","2437",,"237",,,"95","2044","61",,
"2021-02-19T00:00:00.000","2306",,"231",,,"78","1944","53",,
"2021-02-18T00:00:00.000","2148",,"191",,,"73","1818","66",,
"2021-02-17T00:00:00.000","2168",,"221",,,"57","1845","45",,
"2021-02-16T00:00:00.000","1982",,"188",,,"49","1691","54",,
"2021-02-15T00:00:00.000","1993",,"131","2",,"72","1732","56",,
"2021-02-14T00:00:00.000","1561",,"63",,,"30","1427","41",,
"2021-02-13T00:00:00.000","1443",,"143",,,"35","1240","25",,
"2021-02-12T00:00:00.000","1412",,"116",,,"26","1237","33",,
"2021-02-11T00:00:00.000","1336",,"82",,,"35","1174","45",,
"2021-02-10T00:00:00.000","1585",,"107",,,"34","1413","31",,
"2021-02-09T00:00:00.000","1489",,"131",,,"43","1286","29",,
"2021-02-08T00:00:00.000","1555",,"122","1",,"40","1340","52",,
"2021-02-07T00:00:00.000","1178",,"45",,,"22","1083","28",,
"2021-02-06T00:00:00.000","1279",,"70","2",,"32","1140","35",,
"2021-02-05T00:00:00.000","1378",,"84",,,"30","1229","35",,
"2021-02-04T00:00:00.000","1302",,"88",,,"24","1144","46",,
"2021-02-03T00:00:00.000","1252",,"105","1",,"27","1081","38",,
"2021-02-02T00:00:00.000","1277",,"90",,,"25","1130","32",,
"2021-02-01T00:00:00.000","1568",,"81",,,"32","1396","59",,
"2021-01-31T00:00:00.000","930",,"29",,,"12","861","28",,
"2021-01-30T00:00:00.000","930",,"55",,,"10","836","29",,
"2021-01-29T00:00:00.000","1053",,"63",,,"15","937","38",,
"2021-01-28T00:00:00.000","1135",,"97",,,"19","986","33",,
"2021-01-27T00:00:00.000","1187",,"105",,,"18","1026","38",,
"2021-01-26T00:00:00.000","1124",,"98",,,"16","972","38",,
"2021-01-25T00:00:00.000","1267",,"89",,,"18","1124","36",,
