"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-12-07T00:00:00.000","31",,,,,"31",,,,
"2021-12-06T00:00:00.000","101",,,,,"101",,,,
"2021-12-05T00:00:00.000","150",,,,,"150",,,,
"2021-12-04T00:00:00.000","192",,,,,"192",,,,
"2021-12-03T00:00:00.000","224",,,,,"224",,,,
"2021-12-02T00:00:00.000","366",,,,,"366",,,,
"2021-12-01T00:00:00.000","631",,,,,"629",,"2",,
"2021-11-30T00:00:00.000","651",,,,,"649",,"2",,
"2021-11-29T00:00:00.000","801",,,,,"794",,"7",,
"2021-11-28T00:00:00.000","852",,,,,"848","2","2",,
"2021-11-27T00:00:00.000","871",,,,,"864","4","3",,
"2021-11-26T00:00:00.000","1005",,,,,"998","3","4",,
"2021-11-25T00:00:00.000","1066",,,,,"1049","11","6",,
"2021-11-24T00:00:00.000","1112",,"3",,,"1071","26","12",,
"2021-11-23T00:00:00.000","1076",,"4",,,"1000","67","5",,
"2021-11-22T00:00:00.000","1184",,"8",,,"1001","168","7",,
"2021-11-21T00:00:00.000","1017",,"5",,,"834","167","11",,
"2021-11-20T00:00:00.000","989",,"10",,,"779","195","5",,
"2021-11-19T00:00:00.000","958",,"13",,,"688","250","7",,
"2021-11-18T00:00:00.000","1011",,"15",,,"680","310","6",,
"2021-11-17T00:00:00.000","1057",,"20","1",,"655","377","3","1",
"2021-11-16T00:00:00.000","1042",,"18",,,"577","442","5",,
"2021-11-15T00:00:00.000","1045",,"27",,,"471","530","16","1",
"2021-11-14T00:00:00.000","891",,"18",,,"350","510","13",,
"2021-11-13T00:00:00.000","812",,"20",,,"293","491","8",,
"2021-11-12T00:00:00.000","768",,"23",,,"195","541","9",,
"2021-11-11T00:00:00.000","801",,"25",,,"164","600","11","1",
"2021-11-10T00:00:00.000","756",,"26",,,"125","594","10","1",
"2021-11-09T00:00:00.000","730",,"25",,,"115","584","6",,
"2021-11-08T00:00:00.000","681",,"26",,,"94","555","6",,
"2021-11-07T00:00:00.000","535",,"15",,,"60","457","3",,
"2021-11-06T00:00:00.000","483",,"17",,,"48","415","3",,
"2021-11-05T00:00:00.000","558",,"18",,,"44","491","5",,
"2021-11-04T00:00:00.000","549",,"20",,,"39","485","5",,
"2021-11-03T00:00:00.000","552",,"17",,,"40","490","4","1",
"2021-11-02T00:00:00.000","526",,"18",,,"49","450","9",,
"2021-11-01T00:00:00.000","537",,"17",,,"48","463","9",,
"2021-10-31T00:00:00.000","321",,"9",,,"19","288","5",,
"2021-10-30T00:00:00.000","344",,"10",,,"9","321","4",,
"2021-10-29T00:00:00.000","381",,"14",,,"20","346","1",,
"2021-10-28T00:00:00.000","347",,"13",,,"16","311","6","1",
"2021-10-27T00:00:00.000","334",,"19",,,"10","299","6",,
"2021-10-26T00:00:00.000","297",,"11",,,"20","262","4",,
"2021-10-25T00:00:00.000","318",,"12",,,"17","286","3",,
"2021-10-24T00:00:00.000","306",,"14",,,"12","272","8",,
"2021-10-23T00:00:00.000","291",,"7",,,"17","266","1",,
"2021-10-22T00:00:00.000","290",,"12",,,"8","265","5",,
"2021-10-21T00:00:00.000","265",,"9",,,"10","243","3",,
"2021-10-20T00:00:00.000","269",,"15",,,"12","236","6",,
"2021-10-19T00:00:00.000","271",,"7",,,"4","257","2","1",
"2021-10-18T00:00:00.000","344",,"11",,,"15","315","3",,
"2021-10-17T00:00:00.000","224",,"3",,,"9","212",,,
"2021-10-16T00:00:00.000","215",,"8",,,"5","201","1",,
"2021-10-15T00:00:00.000","234",,"9",,,"10","213","1","1",
"2021-10-14T00:00:00.000","216",,"3",,,"9","201","3",,
"2021-10-13T00:00:00.000","225",,"11",,,"4","205","5",,
"2021-10-12T00:00:00.000","192",,"12",,,"1","173","6",,
"2021-10-11T00:00:00.000","205",,"14",,,"5","183","3",,
"2021-10-10T00:00:00.000","210",,"5",,,"5","194","6",,
"2021-10-09T00:00:00.000","175",,"5",,,"3","166","1",,
"2021-10-08T00:00:00.000","170",,"4",,,"1","163","2",,
"2021-10-07T00:00:00.000","165",,"12",,,"2","150","1",,
"2021-10-06T00:00:00.000","203",,"5",,,"5","185","8",,
"2021-10-05T00:00:00.000","190",,"6",,,"2","177","5",,
"2021-10-04T00:00:00.000","179",,"9",,,"2","165","3",,
"2021-10-03T00:00:00.000","186",,"7",,,"5","172","2",,
"2021-10-02T00:00:00.000","192",,"9",,,"2","180","1",,
"2021-10-01T00:00:00.000","213",,"4",,,"3","204","2",,
"2021-09-30T00:00:00.000","167",,"11",,,"4","150","2",,
"2021-09-29T00:00:00.000","212",,"11",,,"1","194","5","1",
"2021-09-28T00:00:00.000","197",,"8",,,"3","182","4",,
"2021-09-27T00:00:00.000","216",,"11",,,"6","197","2",,
"2021-09-26T00:00:00.000","190",,"3",,,"3","178","6",,
"2021-09-25T00:00:00.000","194",,"2",,,"4","183","5",,
"2021-09-24T00:00:00.000","249",,"10",,,"6","230","2","1",
"2021-09-23T00:00:00.000","236",,"6",,,"4","220","6",,
"2021-09-22T00:00:00.000","263",,"9",,,"1","250","3",,
"2021-09-21T00:00:00.000","255",,"12",,,"2","237","4",,
"2021-09-20T00:00:00.000","242",,"12",,,"4","225","1",,
"2021-09-19T00:00:00.000","247",,"10",,,"2","233","2",,
"2021-09-18T00:00:00.000","238",,"10",,,"3","224","1",,
"2021-09-17T00:00:00.000","264",,"18",,,"1","241","4",,
"2021-09-16T00:00:00.000","275",,"13",,,"1","250","10","1",
"2021-09-15T00:00:00.000","317",,"15",,,"1","296","4","1",
