"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-03-16T00:00:00.000","44",,,,,"44",,,,
"2021-03-15T00:00:00.000","227",,,,,"226","1",,,
"2021-03-14T00:00:00.000","342",,,,,"337","4","1",,
"2021-03-13T00:00:00.000","478",,,,,"474","2","2",,
"2021-03-12T00:00:00.000","748",,,,,"745","2","1",,
"2021-03-11T00:00:00.000","1088",,,,,"1080","7","1",,
"2021-03-10T00:00:00.000","1683",,"1",,,"1663","12","7",,
"2021-03-09T00:00:00.000","1771",,"4",,,"1749","8","10",,
"2021-03-08T00:00:00.000","2313",,"1",,,"2282","20","10",,
"2021-03-07T00:00:00.000","1968",,,,,"1945","9","14",,
"2021-03-06T00:00:00.000","2092",,"1",,,"2062","18","11",,
"2021-03-05T00:00:00.000","2444",,"1",,,"2379","33","31",,
"2021-03-04T00:00:00.000","2374",,"3","1",,"2279","64","27",,
"2021-03-03T00:00:00.000","2696",,"7","1",,"2585","80","23",,
"2021-03-02T00:00:00.000","2721",,"21","1",,"2510","164","25",,
"2021-03-01T00:00:00.000","3502",,"23","1",,"3137","304","37",,
"2021-02-28T00:00:00.000","2102",,"8",,,"1816","242","36",,
"2021-02-27T00:00:00.000","2199",,"49",,,"1823","300","27",,
"2021-02-26T00:00:00.000","2592",,"103","1",,"1999","445","44",,
"2021-02-25T00:00:00.000","2548",,"117",,,"1820","555","56",,
"2021-02-24T00:00:00.000","2671",,"215","1",,"1607","804","44",,
"2021-02-23T00:00:00.000","2771",,"254",,,"1430","1040","47",,
"2021-02-22T00:00:00.000","2952",,"193",,,"1445","1258","56",,
"2021-02-21T00:00:00.000","2151",,"61",,,"972","1079","39",,
"2021-02-20T00:00:00.000","2359",,"198",,,"826","1291","44",,
"2021-02-19T00:00:00.000","2260",,"207",,,"698","1318","37",,
"2021-02-18T00:00:00.000","2099",,"166",,,"477","1401","55",,
"2021-02-17T00:00:00.000","2130",,"205",,,"385","1502","38",,
"2021-02-16T00:00:00.000","1949",,"176",,,"310","1417","46",,
"2021-02-15T00:00:00.000","1951",,"119","2",,"299","1484","47",,
"2021-02-14T00:00:00.000","1532",,"58",,,"181","1257","36",,
