"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-08-23T00:00:00.000","13",,,,,"13",,,,
"2021-08-22T00:00:00.000","34",,,,,"34",,,,
"2021-08-21T00:00:00.000","55",,,,,"55",,,,
"2021-08-20T00:00:00.000","66",,,,,"66",,,,
"2021-08-19T00:00:00.000","84",,,,,"84",,,,
"2021-08-18T00:00:00.000","163",,,,,"162","1",,,
"2021-08-17T00:00:00.000","183",,,,,"183",,,,
"2021-08-16T00:00:00.000","207",,,,,"206","1",,,
"2021-08-15T00:00:00.000","220",,,,,"220",,,,
"2021-08-14T00:00:00.000","191",,,,,"189",,"2",,
"2021-08-13T00:00:00.000","229",,,,,"221","6","2",,
"2021-08-12T00:00:00.000","268",,"2",,,"251","13","2",,
"2021-08-11T00:00:00.000","312",,,,,"292","20",,,
"2021-08-10T00:00:00.000","360",,,,,"328","32",,,
"2021-08-09T00:00:00.000","373",,"2",,,"302","67","2",,
"2021-08-08T00:00:00.000","346",,"1",,,"260","85",,,
"2021-08-07T00:00:00.000","349",,"3",,,"260","86",,,
"2021-08-06T00:00:00.000","355",,"4",,,"247","101","3",,
"2021-08-05T00:00:00.000","363",,"5",,,"232","125","1",,
"2021-08-04T00:00:00.000","414",,"4",,,"230","179","1",,
"2021-08-03T00:00:00.000","425",,"6",,,"212","201","6",,
"2021-08-02T00:00:00.000","433",,"9",,,"177","245","2",,
"2021-08-01T00:00:00.000","422",,"10",,,"136","274","2",,
"2021-07-31T00:00:00.000","396",,"10",,,"124","261","1",,
"2021-07-30T00:00:00.000","369",,"9",,,"92","265","3",,
"2021-07-29T00:00:00.000","377",,"13",,,"69","294","1",,
"2021-07-28T00:00:00.000","450",,"18",,,"55","375","2",,
"2021-07-27T00:00:00.000","471",,"16",,,"43","406","6",,
"2021-07-26T00:00:00.000","475",,"16",,,"36","423",,,
"2021-07-25T00:00:00.000","440",,"11",,,"32","394","3",,
"2021-07-24T00:00:00.000","387",,"12",,,"33","341","1",,
"2021-07-23T00:00:00.000","406",,"11",,,"22","372","1",,
"2021-07-22T00:00:00.000","401",,"16",,,"12","371","2",,
"2021-07-21T00:00:00.000","420",,"9",,,"20","389","2",,
"2021-07-20T00:00:00.000","410",,"8",,,"17","385",,,
"2021-07-19T00:00:00.000","390",,"15",,,"11","364",,,
"2021-07-18T00:00:00.000","303",,"8",,,"14","279","2",,
"2021-07-17T00:00:00.000","275",,"4",,,"17","253","1",,
"2021-07-16T00:00:00.000","289",,"5",,,"13","271",,,
"2021-07-15T00:00:00.000","321",,"7",,,"17","295","2",,
"2021-07-14T00:00:00.000","288",,"11",,,"8","269",,,
"2021-07-13T00:00:00.000","277",,"6",,,"6","262","3",,
"2021-07-12T00:00:00.000","293",,"6",,,"13","272","2",,
"2021-07-11T00:00:00.000","221",,"3",,,"6","212",,,
"2021-07-10T00:00:00.000","182",,"2",,,"6","174",,,
"2021-07-09T00:00:00.000","186",,"5",,,"1","180",,,
"2021-07-08T00:00:00.000","163",,"4",,,"8","149","2",,
"2021-07-07T00:00:00.000","162",,"4",,,"5","153",,,
"2021-07-06T00:00:00.000","156",,"3",,,"4","149",,,
"2021-07-05T00:00:00.000","127",,"1",,,"2","123","1",,
"2021-07-04T00:00:00.000","117",,"2",,,"3","112",,,
"2021-07-03T00:00:00.000","102",,"7",,,"3","91","1",,
"2021-07-02T00:00:00.000","92",,,,,"2","89","1",,
"2021-07-01T00:00:00.000","98",,"6",,,"4","88",,,
"2021-06-30T00:00:00.000","86",,"4",,,"1","81",,,
"2021-06-29T00:00:00.000","104",,"3",,,"1","100",,,
"2021-06-28T00:00:00.000","87",,"3",,,"1","82","1",,
"2021-06-27T00:00:00.000","69",,"1",,,"2","65","1",,
"2021-06-26T00:00:00.000","53",,"2",,,"2","49",,,
"2021-06-25T00:00:00.000","62",,"1",,,"6","54","1",,
"2021-06-24T00:00:00.000","84",,"5",,,"5","73","1",,
"2021-06-23T00:00:00.000","81",,"1",,,"9","71",,,
"2021-06-22T00:00:00.000","80",,"2",,,"11","66","1",,
"2021-06-21T00:00:00.000","59",,"1",,,"2","56",,,
"2021-06-20T00:00:00.000","68",,"2",,,"2","64",,,
"2021-06-19T00:00:00.000","76",,"2",,,"4","70",,,
"2021-06-18T00:00:00.000","53",,"1",,,"4","48",,,
"2021-06-17T00:00:00.000","73",,"2",,,"2","69",,,
"2021-06-16T00:00:00.000","112",,"3",,,"10","99",,,
"2021-06-15T00:00:00.000","86",,"3",,,"2","81",,,
"2021-06-14T00:00:00.000","121",,"6",,,"5","110",,,
"2021-06-13T00:00:00.000","88",,"3",,,"3","81","1",,
"2021-06-12T00:00:00.000","104",,"5",,,"2","96","1",,
"2021-06-11T00:00:00.000","105",,"5",,,"4","92","4",,
"2021-06-10T00:00:00.000","132",,"6",,,"3","123",,,
"2021-06-09T00:00:00.000","184",,"3",,,"5","175","1",,
"2021-06-08T00:00:00.000","166",,"9",,,"4","152","1",,
"2021-06-07T00:00:00.000","186",,"12",,,"3","170","1",,
"2021-06-06T00:00:00.000","140",,"6",,,"1","131","2",,
"2021-06-05T00:00:00.000","194",,"5",,,"4","184","1",,
"2021-06-04T00:00:00.000","193",,"5",,,"3","181","4",,
"2021-06-03T00:00:00.000","219",,"23",,,"3","191","2",,
"2021-06-02T00:00:00.000","213",,"13",,,"2","197","1",,
"2021-06-01T00:00:00.000","283",,"14",,,"6","262","1",,
"2021-05-31T00:00:00.000","237",,"13",,,"2","220","2",,
"2021-05-30T00:00:00.000","179",,"8",,,,"169","2",,
"2021-05-29T00:00:00.000","225",,"3",,,"4","217","1",,
"2021-05-28T00:00:00.000","266",,"15",,,"5","241","5",,
"2021-05-27T00:00:00.000","274",,"16",,,"2","250","6",,
"2021-05-26T00:00:00.000","309",,"20",,,"5","281","3",,
"2021-05-25T00:00:00.000","307",,"27",,,"3","273","4",,
"2021-05-24T00:00:00.000","363",,"23",,,"2","334","4",,
"2021-05-23T00:00:00.000","322",,"11",,,"2","308","1",,
