"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2022-06-01T00:00:00.000","2",,"2",,,,,,,
"2022-05-31T00:00:00.000","56",,"3",,,"53",,,,
"2022-05-30T00:00:00.000","315",,"11",,,"304",,,,
"2022-05-29T00:00:00.000","582",,"15",,,"567",,,,
"2022-05-28T00:00:00.000","706",,"15",,,"690","1",,,
"2022-05-27T00:00:00.000","878",,"12",,,"862","4",,,
"2022-05-26T00:00:00.000","881",,"12",,,"868","1",,,
"2022-05-25T00:00:00.000","1037",,"15",,,"1016","6",,,
"2022-05-24T00:00:00.000","1154",,"8",,,"1143","2","1",,
"2022-05-23T00:00:00.000","1240",,"6",,,"1224","9","1",,
"2022-05-22T00:00:00.000","1198",,"11",,,"1151","35","1",,
"2022-05-21T00:00:00.000","1182",,"6",,,"1038","138",,,
"2022-05-20T00:00:00.000","1312",,"6",,,"994","310","2",,
"2022-05-19T00:00:00.000","1403",,"5",,,"867","530",,"1",
"2022-05-18T00:00:00.000","1674",,"6",,,"743","925",,,
"2022-05-17T00:00:00.000","1790",,"5",,,"636","1147","2",,
"2022-05-16T00:00:00.000","2015",,"7",,,"578","1427","3",,
"2022-05-15T00:00:00.000","1929",,"7",,,"450","1470","2",,
"2022-05-14T00:00:00.000","1801",,"9",,,"322","1467","3",,
"2022-05-13T00:00:00.000","2003",,"5",,,"275","1717","6",,
"2022-05-12T00:00:00.000","2178",,"6",,,"228","1938","6",,
"2022-05-11T00:00:00.000","2586",,"5",,,"233","2345","3",,
"2022-05-10T00:00:00.000","2882",,"3",,,"241","2634","2","2",
"2022-05-09T00:00:00.000","2707",,"4",,,"151","2544","8",,
"2022-05-08T00:00:00.000","2645",,"8",,,"102","2530","5",,
"2022-05-07T00:00:00.000","2228",,"1",,,"73","2148","6",,
"2022-05-06T00:00:00.000","2378",,"7",,,"79","2279","12","1",
"2022-05-05T00:00:00.000","2518",,"11",,,"68","2430","9",,
"2022-05-04T00:00:00.000","2774",,"16",,,"43","2710","5",,
"2022-05-03T00:00:00.000","3033",,"10",,,"66","2945","10","2",
"2022-05-02T00:00:00.000","3077",,"7","1",,"66","2996","6","1",
"2022-05-01T00:00:00.000","3160",,"9",,,"61","3085","5",,
"2022-04-30T00:00:00.000","2531",,"47",,,"33","2443","7","1",
"2022-04-29T00:00:00.000","2893",,"19","1",,"61","2803","9",,
"2022-04-28T00:00:00.000","3264",,"22",,,"44","3193","4","1",
"2022-04-27T00:00:00.000","3585",,"18",,,"48","3509","10",,
"2022-04-26T00:00:00.000","4015",,"12",,,"56","3940","7",,
"2022-04-25T00:00:00.000","3548",,"5",,,"47","3483","13",,
"2022-04-24T00:00:00.000","3004",,"9",,,"54","2936","5",,
"2022-04-23T00:00:00.000","2989",,"14",,,"50","2915","10",,
"2022-04-22T00:00:00.000","3413",,"9",,,"55","3341","8",,
"2022-04-21T00:00:00.000","4025",,"8",,,"49","3953","13","2",
"2022-04-20T00:00:00.000","4489",,"14",,,"48","4418","9",,
"2022-04-19T00:00:00.000","4521",,"10",,,"42","4460","8","1",
"2022-04-18T00:00:00.000","3745",,"11",,,"43","3687","3","1",
"2022-04-17T00:00:00.000","3280",,"12",,,"45","3215","7","1",
"2022-04-16T00:00:00.000","3133",,"11",,,"22","3089","10","1",
"2022-04-15T00:00:00.000","3640",,"9",,,"38","3583","9","1",
"2022-04-14T00:00:00.000","3805",,"7",,,"39","3753","6",,
"2022-04-13T00:00:00.000","4316",,"18",,,"43","4242","12","1",
"2022-04-12T00:00:00.000","4228",,"17",,,"50","4147","14",,
"2022-04-11T00:00:00.000","4408",,"20",,,"49","4330","9",,
"2022-04-10T00:00:00.000","4251",,"13",,,"42","4183","11","2",
"2022-04-09T00:00:00.000","3843",,"14",,,"56","3765","8",,
"2022-04-08T00:00:00.000","4102",,"13",,,"46","4031","12",,
"2022-04-07T00:00:00.000","4252",,"13",,,"43","4181","14","1",
"2022-04-06T00:00:00.000","4741",,"8",,,"48","4673","10","2",
"2022-04-05T00:00:00.000","4924",,"15",,,"38","4856","15",,
"2022-04-04T00:00:00.000","4587",,"19",,,"46","4513","9",,
"2022-04-03T00:00:00.000","4083",,"19",,,"36","4019","9",,
