"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-02-16T00:00:00.000","9",,,,,"9",,,,
"2021-02-15T00:00:00.000","50",,"1","1",,"48",,,,
"2021-02-14T00:00:00.000","87",,"2",,,"83","1","1",,
"2021-02-13T00:00:00.000","77",,"3",,,"74",,,,
"2021-02-12T00:00:00.000","135",,"6","1",,"128",,,,
"2021-02-11T00:00:00.000","218",,"5",,,"206","6","1",,
"2021-02-10T00:00:00.000","334",,"7",,,"322","4","1",,
"2021-02-09T00:00:00.000","390",,"3",,,"381","4","2",,
"2021-02-08T00:00:00.000","511",,"2",,,"500","3","6",,
"2021-02-07T00:00:00.000","508",,,,,"500","4","4",,
"2021-02-06T00:00:00.000","669",,"8","2",,"641","14","4",,
"2021-02-05T00:00:00.000","856",,"37",,,"777","32","10",,
"2021-02-04T00:00:00.000","891",,"51",,,"789","37","14",,
"2021-02-03T00:00:00.000","840",,"40","1",,"731","50","18",,
"2021-02-02T00:00:00.000","824",,"48","1",,"683","84","8",,
"2021-02-01T00:00:00.000","1052",,"78","2",,"849","101","22",,
"2021-01-31T00:00:00.000","723",,"41","1",,"556","114","11",,
"2021-01-30T00:00:00.000","651",,"49",,,"498","85","19",,
"2021-01-29T00:00:00.000","839",,"73",,,"576","166","24",,
"2021-01-28T00:00:00.000","939",,"110","1",,"593","218","17",,
"2021-01-27T00:00:00.000","1004",,"131",,,"568","279","26",,
"2021-01-26T00:00:00.000","996",,"151",,,"391","428","26",,
"2021-01-25T00:00:00.000","1120",,"149","1",,"406","544","20",,
"2021-01-24T00:00:00.000","904",,"90","1",,"304","481","28",,
"2021-01-23T00:00:00.000","1050",,"123",,,"275","629","23",,
"2021-01-22T00:00:00.000","1147",,"155","2",,"238","718","34",,
"2021-01-21T00:00:00.000","964",,"149","2",,"168","624","21",,
"2021-01-20T00:00:00.000","1222",,"356","2",,"136","693","35",,
"2021-01-19T00:00:00.000","1283",,"437","3",,"116","694","33",,
"2021-01-18T00:00:00.000","1303",,"463","6",,"109","681","44",,
"2021-01-17T00:00:00.000","866",,"224","1",,"92","520","29",,
"2021-01-16T00:00:00.000","1072",,"445","2",,"62","529","34",,
"2021-01-15T00:00:00.000","1236",,"587","4",,"69","548","28",,
"2021-01-14T00:00:00.000","1127",,"568","13",,"53","456","37",,
"2021-01-13T00:00:00.000","1182",,"676","1",,"46","426","33",,
"2021-01-12T00:00:00.000","1362",,"854","2",,"51","409","46",,
"2021-01-11T00:00:00.000","1382",,"746","6",,"58","537","35",,
"2021-01-10T00:00:00.000","966",,"428","4",,"43","461","30",,
"2021-01-09T00:00:00.000","1270",,"660","4",,"42","521","43",,
"2021-01-08T00:00:00.000","1440",,"817","5",,"56","519","43",,
"2021-01-07T00:00:00.000","1577",,"925","6",,"37","564","45",,
