"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2022-12-14T00:00:00.000","8",,"8",,,,,,,
"2022-12-13T00:00:00.000","32",,"14",,,"18",,,,
"2022-12-12T00:00:00.000","205",,"4",,,"201",,,,
"2022-12-11T00:00:00.000","423",,"10",,,"413",,,,
"2022-12-10T00:00:00.000","561",,"14",,,"546","1",,,
"2022-12-09T00:00:00.000","703",,"9",,,"694",,,,
"2022-12-08T00:00:00.000","729",,"4",,,"725",,,,
"2022-12-07T00:00:00.000","702",,"6",,,"693","3",,,
"2022-12-06T00:00:00.000","872",,"6",,,"829","37",,,
"2022-12-05T00:00:00.000","997",,"4",,,"878","114","1",,
"2022-12-04T00:00:00.000","1057",,"5",,,"838","214",,,
"2022-12-03T00:00:00.000","1153",,"7",,,"806","339","1",,
"2022-12-02T00:00:00.000","1208",,"5",,,"709","493","1",,
"2022-12-01T00:00:00.000","1332",,"7",,,"588","737",,,
"2022-11-30T00:00:00.000","1305",,"9",,,"402","894",,,
"2022-11-29T00:00:00.000","1397",,"10",,,"343","1044",,,
"2022-11-28T00:00:00.000","1500",,"9",,,"221","1270",,,
"2022-11-27T00:00:00.000","1498",,"7",,,"115","1373","3",,
"2022-11-26T00:00:00.000","1403",,"7",,,"57","1338","1",,
"2022-11-25T00:00:00.000","1408",,"1",,,"48","1357","2",,
"2022-11-24T00:00:00.000","1362",,"7",,,"33","1320","2",,
"2022-11-23T00:00:00.000","1416",,"3",,,"50","1362","1",,
"2022-11-22T00:00:00.000","1663",,"1",,,"65","1595","2",,
"2022-11-21T00:00:00.000","1728",,"3",,,"82","1641","2",,
"2022-11-20T00:00:00.000","1725",,"3",,,"77","1643","2",,
"2022-11-19T00:00:00.000","1617",,"3",,,"88","1526",,,
"2022-11-18T00:00:00.000","1654",,"5",,,"96","1553",,,
"2022-11-17T00:00:00.000","1580",,"10",,,"86","1480","4",,
"2022-11-16T00:00:00.000","1628",,"2",,,"78","1546","2",,
"2022-11-15T00:00:00.000","1774",,"3",,,"71","1699","1",,
"2022-11-14T00:00:00.000","1783",,"1",,,"74","1708",,,
"2022-11-13T00:00:00.000","1786",,"9",,,"64","1706","7",,
"2022-11-12T00:00:00.000","1577",,"3",,,"35","1539",,,
"2022-11-11T00:00:00.000","1580",,"9",,,"30","1539","2",,
"2022-11-10T00:00:00.000","1429",,"32",,,"14","1379","4",,
"2022-11-09T00:00:00.000","1315",,"13",,,"10","1291","1",,
"2022-11-08T00:00:00.000","1423",,"6",,,"10","1404","3",,
"2022-11-07T00:00:00.000","1438",,"4",,,"10","1424",,,
"2022-11-06T00:00:00.000","1240",,"2",,,"7","1231",,,
"2022-11-05T00:00:00.000","1258",,"5",,,"7","1246",,,
"2022-11-04T00:00:00.000","1190",,"3",,,"7","1178","2",,
"2022-11-03T00:00:00.000","1131",,,,,"5","1126",,,
"2022-11-02T00:00:00.000","1005",,"1",,,"5","997","2",,
"2022-11-01T00:00:00.000","928",,"1",,,"3","923","1",,
"2022-10-31T00:00:00.000","768",,"4",,,"1","760","3",,
"2022-10-30T00:00:00.000","702",,"19",,,,"682","1",,
"2022-10-29T00:00:00.000","620",,"15",,,"2","601","2",,
"2022-10-28T00:00:00.000","664",,"13",,,"1","649",,"1",
"2022-10-27T00:00:00.000","671",,"10",,,"1","659","1",,
"2022-10-26T00:00:00.000","771",,"9",,,"1","761",,,
"2022-10-25T00:00:00.000","856",,"3",,,"3","850",,,
"2022-10-24T00:00:00.000","970",,"3",,,"3","963","1",,
"2022-10-23T00:00:00.000","892",,"3",,,,"888","1",,
"2022-10-22T00:00:00.000","859",,"4",,,,"854","1",,
"2022-10-21T00:00:00.000","955",,"2",,,"2","948","3",,
"2022-10-20T00:00:00.000","1016",,,,,"2","1013","1",,
"2022-10-19T00:00:00.000","1038",,"4",,,"3","1029","2",,
"2022-10-18T00:00:00.000","1391",,"1",,,"2","1385","3",,
"2022-10-17T00:00:00.000","1789",,"2",,,"15","1771","1",,
"2022-10-16T00:00:00.000","1989",,"3",,,"33","1950","3",,
"2022-10-15T00:00:00.000","1916",,"3",,,"72","1840","1",,
"2022-10-14T00:00:00.000","2003",,"2",,,"99","1899","3",,
"2022-10-13T00:00:00.000","1987",,"3",,,"145","1837","2",,
"2022-10-12T00:00:00.000","2156",,"2",,,"149","2002","3",,
"2022-10-11T00:00:00.000","2286",,"9",,,"188","2087","2",,
"2022-10-10T00:00:00.000","2563",,"3","1",,"161","2393","5",,
"2022-10-09T00:00:00.000","2300",,"16",,,"122","2160","2",,
"2022-10-08T00:00:00.000","2388",,"8",,,"100","2279","1",,
"2022-10-07T00:00:00.000","2455",,"4",,,"64","2385","2",,
"2022-10-06T00:00:00.000","2309",,"5",,,"35","2265","4",,
"2022-10-05T00:00:00.000","2567",,"6",,,"22","2537","2",,
"2022-10-04T00:00:00.000","2705",,"2",,,"13","2689","1",,
"2022-10-03T00:00:00.000","2582",,"1",,,"7","2571","3",,
"2022-10-02T00:00:00.000","2344",,"3",,,"11","2329","1",,
"2022-10-01T00:00:00.000","2249",,"4",,,"7","2236","2",,
"2022-09-30T00:00:00.000","1827",,"14",,,"4","1808","1",,
"2022-09-29T00:00:00.000","1711",,"6",,,,"1705",,,
"2022-09-28T00:00:00.000","1906",,"16",,,"2","1886","2",,
"2022-09-27T00:00:00.000","2092",,"9",,,"1","2080","2",,
"2022-09-26T00:00:00.000","2159",,"5",,,,"2154",,,
"2022-09-25T00:00:00.000","2045",,,,,"2","2041","2",,
"2022-09-24T00:00:00.000","1636",,"5",,,"2","1627","2",,
"2022-09-23T00:00:00.000","1567",,"5",,,,"1559","3",,
"2022-09-22T00:00:00.000","1425",,"3",,,"1","1419","2",,
"2022-09-21T00:00:00.000","1264",,"2",,,,"1262",,,
"2022-09-20T00:00:00.000","1258",,"3",,,,"1255",,,
"2022-09-19T00:00:00.000","1209",,"10",,,,"1196","3",,
"2022-09-18T00:00:00.000","1085",,"2",,,,"1083",,,
"2022-09-17T00:00:00.000","997",,"6",,,,"991",,,
"2022-09-16T00:00:00.000","930",,"1",,,,"928","1",,
"2022-09-15T00:00:00.000","909",,"2",,,,"905","2",,
"2022-09-14T00:00:00.000","951",,"1",,,,"950",,,
"2022-09-13T00:00:00.000","910",,"5",,,,"905",,,
"2022-09-12T00:00:00.000","943",,"1",,,,"940","2",,
"2022-09-11T00:00:00.000","845",,"1",,,,"844",,,
"2022-09-10T00:00:00.000","803",,"3",,,"1","797","2",,
"2022-09-09T00:00:00.000","748",,"2",,,,"745","1",,
"2022-09-08T00:00:00.000","726",,"9",,,,"716","1",,
"2022-09-07T00:00:00.000","741",,"3",,,,"738",,,
"2022-09-06T00:00:00.000","811",,"2",,,,"809",,,
"2022-09-05T00:00:00.000","787",,"2",,,,"784","1",,
"2022-09-04T00:00:00.000","755",,"2",,,,"753",,,
"2022-09-03T00:00:00.000","717",,"2",,,,"714","1",,
"2022-09-02T00:00:00.000","747",,"3",,,,"742","2",,
"2022-09-01T00:00:00.000","792",,"2",,,,"790",,,
"2022-08-31T00:00:00.000","730",,"14",,,,"716",,,
