"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-06-01T00:00:00.000","10",,,,,"9","1",,,
"2021-05-31T00:00:00.000","33",,,,,"29","4",,,
"2021-05-30T00:00:00.000","52",,,,,"51",,"1",,
"2021-05-29T00:00:00.000","82",,,,,"79","3",,,
"2021-05-28T00:00:00.000","97",,,,,"96","1",,,
"2021-05-27T00:00:00.000","131",,,,,"128","3",,,
"2021-05-26T00:00:00.000","179",,,,,"174","4","1",,
"2021-05-25T00:00:00.000","190",,,,,"189","1",,,
"2021-05-24T00:00:00.000","232",,,,,"228","2","2",,
"2021-05-23T00:00:00.000","240",,,,,"230","10",,,
"2021-05-22T00:00:00.000","259",,,,,"251","7","1",,
"2021-05-21T00:00:00.000","280",,,,,"269","11",,,
"2021-05-20T00:00:00.000","325",,"3",,,"299","20","3",,
"2021-05-19T00:00:00.000","400",,"4",,,"355","38","3",,
"2021-05-18T00:00:00.000","450",,"6",,,"364","78","2",,
"2021-05-17T00:00:00.000","430",,"4",,,"341","82","3",,
"2021-05-16T00:00:00.000","382",,"5",,,"276","98","3",,
"2021-05-15T00:00:00.000","400",,"5",,,"281","112","2",,
"2021-05-14T00:00:00.000","483",,"8",,,"313","158","4",,
"2021-05-13T00:00:00.000","508",,"20","1",,"300","183","4",,
"2021-05-12T00:00:00.000","614",,"23",,,"331","247","13",,
"2021-05-11T00:00:00.000","593",,"19",,,"292","277","5",,
"2021-05-10T00:00:00.000","781",,"51","1",,"303","418","8",,
"2021-05-09T00:00:00.000","564",,"16",,,"219","322","7",,
"2021-05-08T00:00:00.000","621",,"22",,,"171","422","6",,
"2021-05-07T00:00:00.000","739",,"61",,,"195","480","3",,
"2021-05-06T00:00:00.000","774",,"78",,,"179","513","4",,
"2021-05-05T00:00:00.000","983",,"62",,,"198","715","8",,
"2021-05-04T00:00:00.000","966",,"84",,,"165","713","4",,
"2021-05-03T00:00:00.000","1070",,"75",,,"148","828","19",,
"2021-05-02T00:00:00.000","819",,"30",,,"145","632","12",,
"2021-05-01T00:00:00.000","993",,"36",,,"160","780","17",,
"2021-04-30T00:00:00.000","927",,"68",,,"114","734","11",,
"2021-04-29T00:00:00.000","992",,"89","1",,"122","769","11",,
"2021-04-28T00:00:00.000","1088",,"103",,,"131","841","13",,
"2021-04-27T00:00:00.000","1272",,"102","2",,"137","1005","26",,
"2021-04-26T00:00:00.000","1348",,"99",,,"140","1086","23",,
"2021-04-25T00:00:00.000","1192",,"46","1",,"122","1005","18",,
"2021-04-24T00:00:00.000","1189",,"47",,,"89","1038","15",,
"2021-04-23T00:00:00.000","1362",,"85",,,"65","1190","22",,
"2021-04-22T00:00:00.000","1319",,"116",,,"55","1127","21",,
"2021-04-21T00:00:00.000","1462",,"112",,,"51","1277","22",,
"2021-04-20T00:00:00.000","1508",,"130","2",,"52","1294","30",,
