"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-10-12T00:00:00.000","2",,,,,"2",,,,
"2021-10-11T00:00:00.000","10",,,,,"10",,,,
"2021-10-10T00:00:00.000","25",,,,,"25",,,,
"2021-10-09T00:00:00.000","30",,,,,"30",,,,
"2021-10-08T00:00:00.000","36",,,,,"36",,,,
"2021-10-07T00:00:00.000","55",,,,,"55",,,,
"2021-10-06T00:00:00.000","98",,,,,"97",,"1",,
"2021-10-05T00:00:00.000","103",,,,,"103",,,,
"2021-10-04T00:00:00.000","105",,,,,"102","1","2",,
"2021-10-03T00:00:00.000","132",,,,,"130",,"2",,
"2021-10-02T00:00:00.000","139",,,,,"137","2",,,
"2021-10-01T00:00:00.000","167",,,,,"165","2",,,
"2021-09-30T00:00:00.000","138",,,,,"129","8","1",,
"2021-09-29T00:00:00.000","189",,"4",,,"169","13","3",,
"2021-09-28T00:00:00.000","185",,"4",,,"163","16","2",,
"2021-09-27T00:00:00.000","198",,"1",,,"149","48",,,
"2021-09-26T00:00:00.000","186",,"1",,,"148","35","2",,
"2021-09-25T00:00:00.000","192",,"1",,,"134","56","1",,
"2021-09-24T00:00:00.000","234",,"2",,,"148","82","2",,
"2021-09-23T00:00:00.000","227",,"2",,,"122","99","4",,
"2021-09-22T00:00:00.000","257",,"5",,,"131","120","1",,
"2021-09-21T00:00:00.000","247",,"10",,,"116","117","4",,
"2021-09-20T00:00:00.000","234",,"6",,,"89","139",,,
"2021-09-19T00:00:00.000","245",,"9",,,"65","169","2",,
"2021-09-18T00:00:00.000","235",,"8",,,"68","158","1",,
"2021-09-17T00:00:00.000","257",,"14",,,"47","192","4",,
"2021-09-16T00:00:00.000","272",,"13",,,"44","207","8",,
"2021-09-15T00:00:00.000","313",,"14",,,"42","252","4","1",
"2021-09-14T00:00:00.000","314",,"11",,,"28","268","7",,
"2021-09-13T00:00:00.000","354",,"8",,,"24","318","4",,
"2021-09-12T00:00:00.000","282",,"3",,,"23","252","4",,
"2021-09-11T00:00:00.000","263",,"12",,,"12","236","3",,
"2021-09-10T00:00:00.000","311",,"17",,,"19","271","4",,
"2021-09-09T00:00:00.000","323",,"8",,,"16","295","4",,
"2021-09-08T00:00:00.000","317",,"13",,,"24","275","5",,
"2021-09-07T00:00:00.000","337",,"20",,,"14","296","7",,
"2021-09-06T00:00:00.000","355",,"15",,,"15","325",,,
"2021-09-05T00:00:00.000","297",,"10",,,"20","266","1",,
"2021-09-04T00:00:00.000","301",,"16",,,"12","269","4",,
"2021-09-03T00:00:00.000","323",,"16",,,"13","294",,,
"2021-09-02T00:00:00.000","368",,"20",,,"8","336","4",,
"2021-09-01T00:00:00.000","436",,"15",,,"16","402","3",,
"2021-08-31T00:00:00.000","339",,"13",,,"8","317","1",,
"2021-08-30T00:00:00.000","383",,"15",,,"7","361",,,
"2021-08-29T00:00:00.000","321",,"5",,,"9","302","5",,
"2021-08-28T00:00:00.000","334",,"4",,,"5","324","1",,
"2021-08-27T00:00:00.000","310",,"11",,,"9","289","1",,
"2021-08-26T00:00:00.000","329",,"13",,,"10","304",,"2",
"2021-08-25T00:00:00.000","350",,"16",,,"17","316","1",,
"2021-08-24T00:00:00.000","357",,"18","1",,"9","326","3",,
"2021-08-23T00:00:00.000","424",,"21",,,"15","387","1",,
"2021-08-22T00:00:00.000","342",,"8",,,"8","323","3",,
"2021-08-21T00:00:00.000","311",,"10",,,"6","294","1",,
"2021-08-20T00:00:00.000","338",,"22",,,"7","303","6",,
