"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-07-20T00:00:00.000","2",,,,,"1","1",,,
"2021-07-19T00:00:00.000","32",,,,,"30","2",,,
"2021-07-18T00:00:00.000","51",,,,,"51",,,,
"2021-07-17T00:00:00.000","66",,,,,"64","2",,,
"2021-07-16T00:00:00.000","91",,,,,"91",,,,
"2021-07-15T00:00:00.000","103",,,,,"100","3",,,
"2021-07-14T00:00:00.000","139",,,,,"139",,,,
"2021-07-13T00:00:00.000","143",,,,,"139","2","2",,
"2021-07-12T00:00:00.000","176",,,,,"173","2","1",,
"2021-07-11T00:00:00.000","148",,"1",,,"147",,,,
"2021-07-10T00:00:00.000","136",,,,,"135","1",,,
"2021-07-09T00:00:00.000","144",,,,,"144",,,,
"2021-07-08T00:00:00.000","127",,,,,"126","1",,,
"2021-07-07T00:00:00.000","136",,"1",,,"129","6",,,
"2021-07-06T00:00:00.000","141",,"1",,,"128","12",,,
"2021-07-05T00:00:00.000","116",,,,,"92","24",,,
"2021-07-04T00:00:00.000","109",,,,,"89","20",,,
"2021-07-03T00:00:00.000","92",,"2",,,"66","24",,,
"2021-07-02T00:00:00.000","79",,,,,"56","23",,,
"2021-07-01T00:00:00.000","87",,,,,"50","37",,,
"2021-06-30T00:00:00.000","81",,"2",,,"41","38",,,
"2021-06-29T00:00:00.000","99",,"1",,,"52","46",,,
"2021-06-28T00:00:00.000","85",,"3",,,"35","47",,,
"2021-06-27T00:00:00.000","63",,,,,"21","41","1",,
"2021-06-26T00:00:00.000","48",,"1",,,"20","27",,,
"2021-06-25T00:00:00.000","62",,"1",,,"24","37",,,
"2021-06-24T00:00:00.000","75",,"2",,,"23","49","1",,
"2021-06-23T00:00:00.000","73",,"1",,,"27","45",,,
"2021-06-22T00:00:00.000","78",,"2",,,"24","52",,,
"2021-06-21T00:00:00.000","56",,"1",,,"8","47",,,
