"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2022-01-19T00:00:00.000","4",,,,,"4",,,,
"2022-01-18T00:00:00.000","690",,,,,"690",,,,
"2022-01-17T00:00:00.000","2449",,,,,"2448",,"1",,
"2022-01-16T00:00:00.000","3583",,,,,"3581","1","1",,
"2022-01-15T00:00:00.000","5172",,"1","1",,"5168",,"2",,
"2022-01-14T00:00:00.000","7727",,,,,"7722","1","4",,
"2022-01-13T00:00:00.000","9706",,"2",,,"9697","3","4",,
"2022-01-12T00:00:00.000","10356",,,,,"10343","3","10",,
"2022-01-11T00:00:00.000","12410",,,,,"12370","25","15",,
"2022-01-10T00:00:00.000","15128",,,,,"14963","146","19",,
"2022-01-09T00:00:00.000","13093",,,,,"12843","236","14",,
"2022-01-08T00:00:00.000","12652",,,,,"12148","485","19",,
"2022-01-07T00:00:00.000","14277",,"3",,,"12674","1567","33",,
"2022-01-06T00:00:00.000","13491",,"2","1",,"11264","2206","17","1",
"2022-01-05T00:00:00.000","15927",,"15",,,"11129","4753","29","1",
"2022-01-04T00:00:00.000","18367",,"44",,,"10422","7864","34","3",
"2022-01-03T00:00:00.000","22170",,"118",,,"10681","11326","40","5",
"2022-01-02T00:00:00.000","16206",,"98",,,"6953","9108","45","2",
"2022-01-01T00:00:00.000","19267",,"162",,,"7330","11733","41","1",
"2021-12-31T00:00:00.000","10629",,"122",,,"3473","7010","23","1",
"2021-12-30T00:00:00.000","13681",,"206",,,"3814","9619","36","6",
"2021-12-29T00:00:00.000","16246",,"281",,,"3726","12195","39","5",
"2021-12-28T00:00:00.000","19575",,"367",,,"3978","15178","46","6",
"2021-12-27T00:00:00.000","19506",,"385",,,"3278","15805","36","2",
"2021-12-26T00:00:00.000","13838",,"290",,,"2060","11450","37","1",
"2021-12-25T00:00:00.000","9938",,"217",,,"1254","8441","26",,
"2021-12-24T00:00:00.000","9960",,"188",,,"1142","8596","32","2",
"2021-12-23T00:00:00.000","8534",,"225",,,"813","7464","28","4",
"2021-12-22T00:00:00.000","7602",,"196","1",,"595","6785","22","3",
"2021-12-21T00:00:00.000","7260",,"188",,,"545","6492","33","2",
"2021-12-20T00:00:00.000","6453",,"191",,,"478","5747","35","2",
"2021-12-19T00:00:00.000","4470",,"103",,,"293","4052","22",,
"2021-12-18T00:00:00.000","3519",,"82",,,"234","3182","16","5",
"2021-12-17T00:00:00.000","3268",,"81",,,"229","2938","19","1",
"2021-12-16T00:00:00.000","2911",,"63",,,"206","2611","30","1",
"2021-12-15T00:00:00.000","2831",,"65","1",,"170","2569","24","2",
"2021-12-14T00:00:00.000","2813",,"57",,,"168","2566","21","1",
"2021-12-13T00:00:00.000","2484",,"55",,,"150","2258","18","3",
"2021-12-12T00:00:00.000","2103",,"42",,,"121","1918","22",,
"2021-12-11T00:00:00.000","1957",,"38",,,"92","1802","25",,
"2021-12-10T00:00:00.000","1880",,"44",,,"105","1708","23",,
"2021-12-09T00:00:00.000","1751",,"32",,,"79","1619","21",,
"2021-12-08T00:00:00.000","1766",,"30",,,"71","1647","18",,
"2021-12-07T00:00:00.000","1765",,"40",,,"89","1612","23","1",
"2021-12-06T00:00:00.000","1710",,"34",,,"88","1565","22","1",
"2021-12-05T00:00:00.000","1435",,"27",,,"60","1324","24",,
"2021-12-04T00:00:00.000","1461",,"27",,,"62","1349","23",,
"2021-12-03T00:00:00.000","1480",,"32",,,"58","1366","24",,
"2021-12-02T00:00:00.000","1540",,"24",,,"65","1429","22",,
"2021-12-01T00:00:00.000","1855",,"35",,,"100","1697","23",,
"2021-11-30T00:00:00.000","1412",,"24",,,"49","1321","18",,
"2021-11-29T00:00:00.000","1426",,"33",,,"66","1310","17",,
"2021-11-28T00:00:00.000","1254",,"20",,,"47","1172","15",,
"2021-11-27T00:00:00.000","1183",,"15",,,"52","1100","15","1",
"2021-11-26T00:00:00.000","1256",,"24",,,"48","1170","13","1",
"2021-11-25T00:00:00.000","1271",,"18",,,"60","1176","15","2",
"2021-11-24T00:00:00.000","1263",,"24",,,"47","1169","23",,
"2021-11-23T00:00:00.000","1213",,"24",,,"50","1129","10",,
"2021-11-22T00:00:00.000","1285",,"34",,,"46","1189","14","2",
"2021-11-21T00:00:00.000","1092",,"32",,,"43","994","23",,
"2021-11-20T00:00:00.000","1065",,"32",,,"41","982","10",,
"2021-11-19T00:00:00.000","1021",,"32",,,"34","942","13",,
"2021-11-18T00:00:00.000","1062",,"39",,,"33","979","10","1",
"2021-11-17T00:00:00.000","1100",,"42","1",,"41","1005","10","1",
"2021-11-16T00:00:00.000","1087",,"34",,,"47","998","7","1",
"2021-11-15T00:00:00.000","1097",,"47",,,"29","994","23","4",
"2021-11-14T00:00:00.000","921",,"29",,,"27","844","21",,
"2021-11-13T00:00:00.000","830",,"23",,,"33","764","10",,
"2021-11-12T00:00:00.000","780",,"31",,,"20","718","11",,
"2021-11-11T00:00:00.000","814",,"26",,,"20","754","13","1",
"2021-11-10T00:00:00.000","769",,"34",,,"15","708","11","1",
"2021-11-09T00:00:00.000","739",,"27",,,"31","674","7",,
"2021-11-08T00:00:00.000","699",,"27",,,"28","637","7",,
"2021-11-07T00:00:00.000","544",,"16",,,"20","504","4",,
"2021-11-06T00:00:00.000","494",,"19",,,"16","456","3",,
"2021-11-05T00:00:00.000","572",,"20",,,"17","530","5",,
"2021-11-04T00:00:00.000","557",,"20",,,"26","505","6",,
"2021-11-03T00:00:00.000","560",,"22",,,"16","517","4","1",
"2021-11-02T00:00:00.000","533",,"19",,,"21","484","9",,
"2021-11-01T00:00:00.000","552",,"20",,,"22","500","9","1",
"2021-10-31T00:00:00.000","321",,"9",,,"12","295","5",,
"2021-10-30T00:00:00.000","349",,"12",,,"3","330","4",,
"2021-10-29T00:00:00.000","386",,"15",,,"3","366","1","1",
"2021-10-28T00:00:00.000","353",,"16",,,,"330","6","1",
"2021-10-27T00:00:00.000","335",,"19",,,"1","309","6",,
"2021-10-26T00:00:00.000","297",,"11",,,"4","278","4",,
"2021-10-25T00:00:00.000","318",,"12",,,"2","301","3",,
"2021-10-24T00:00:00.000","308",,"14",,,,"286","8",,
"2021-10-23T00:00:00.000","292",,"8",,,"1","282","1",,
"2021-10-22T00:00:00.000","292",,"12",,,"1","273","6",,
"2021-10-21T00:00:00.000","266",,"10",,,,"253","3",,
"2021-10-20T00:00:00.000","271",,"16",,,"2","247","6",,
"2021-10-19T00:00:00.000","271",,"7",,,,"261","2","1",
"2021-10-18T00:00:00.000","345",,"11",,,,"331","3",,
"2021-10-17T00:00:00.000","226",,"3",,,,"223",,,
"2021-10-16T00:00:00.000","218",,"9",,,,"208","1",,
"2021-10-15T00:00:00.000","237",,"10",,,,"226","1",,
"2021-10-14T00:00:00.000","217",,"3",,,,"211","3",,
"2021-10-13T00:00:00.000","225",,"10",,,,"210","5",,
"2021-10-12T00:00:00.000","193",,"12",,,,"175","6",,
"2021-10-11T00:00:00.000","204",,"15",,,,"186","3",,
"2021-10-10T00:00:00.000","210",,"5",,,,"199","6",,
"2021-10-09T00:00:00.000","177",,"6",,,"1","169","1",,
"2021-10-08T00:00:00.000","171",,"5",,,,"164","2",,
"2021-10-07T00:00:00.000","165",,"11",,,,"153","1",,
"2021-10-06T00:00:00.000","204",,"5",,,"2","189","8",,
"2021-10-05T00:00:00.000","190",,"6",,,,"179","5",,
"2021-10-04T00:00:00.000","179",,"8",,,,"168","3",,
"2021-10-03T00:00:00.000","186",,"7",,,,"177","2",,
"2021-10-02T00:00:00.000","192",,"9",,,,"182","1",,
"2021-10-01T00:00:00.000","213",,"4",,,,"207","2",,
"2021-09-30T00:00:00.000","166",,"10",,,,"154","2",,
"2021-09-29T00:00:00.000","213",,"11",,,,"196","5","1",
"2021-09-28T00:00:00.000","196",,"7",,,,"185","4",,
"2021-09-27T00:00:00.000","217",,"11",,,"1","203","2",,
"2021-09-26T00:00:00.000","190",,"3",,,,"181","6",,
"2021-09-25T00:00:00.000","194",,"2",,,,"187","5",,
"2021-09-24T00:00:00.000","249",,"10",,,,"236","2","1",
"2021-09-23T00:00:00.000","237",,"6",,,,"225","6",,
"2021-09-22T00:00:00.000","263",,"9",,,,"251","3",,
"2021-09-21T00:00:00.000","257",,"14",,,,"239","4",,
