"data_inizio_sintomi","casi_totali","nessuno_stato_clinico","solo_st_guarito","solo_st_deceduto","solo_st_asintomatico","solo_st_lieve_pau_severo","st_lieve_pau_severo_grave_g","st_lieve_pau_severo_grave_d","st_asintomatico_g","st_asintomatico_d"
"2021-05-04T00:00:00.000","9",,,,,"9",,,,
"2021-05-03T00:00:00.000","53",,,,,"51","2",,,
"2021-05-02T00:00:00.000","103",,,,,"103",,,,
"2021-05-01T00:00:00.000","148",,,,,"147","1",,,
"2021-04-30T00:00:00.000","192",,,,,"187","5",,,
"2021-04-29T00:00:00.000","340",,,,,"336","3","1",,
"2021-04-28T00:00:00.000","496",,"1",,,"489","6",,,
"2021-04-27T00:00:00.000","743",,"1",,,"727","10","5",,
"2021-04-26T00:00:00.000","887",,,,,"871","14","2",,
"2021-04-25T00:00:00.000","888",,,,,"870","13","5",,
"2021-04-24T00:00:00.000","946",,,,,"939","6","1",,
"2021-04-23T00:00:00.000","1102",,"2",,,"1070","23","7",,
"2021-04-22T00:00:00.000","1086",,"2",,,"1037","40","7",,
"2021-04-21T00:00:00.000","1267",,"7",,,"1188","62","10",,
"2021-04-20T00:00:00.000","1288",,"10","1",,"1141","120","16",,
"2021-04-19T00:00:00.000","1356",,"20","1",,"1144","179","12",,
"2021-04-18T00:00:00.000","1149",,"6",,,"949","179","15",,
"2021-04-17T00:00:00.000","1136",,"11","1",,"915","204","5",,
"2021-04-16T00:00:00.000","1195",,"21",,,"904","252","18",,
"2021-04-15T00:00:00.000","1265",,"45",,,"854","346","20",,
"2021-04-14T00:00:00.000","1291",,"60",,,"810","408","13",,
"2021-04-13T00:00:00.000","1474",,"71",,,"804","580","19",,
"2021-04-12T00:00:00.000","1517",,"71",,,"724","696","26",,
"2021-04-11T00:00:00.000","1190",,"28",,,"479","662","21",,
"2021-04-10T00:00:00.000","1428",,"85",,,"460","866","17",,
"2021-04-09T00:00:00.000","1363",,"115",,,"358","860","30",,
"2021-04-08T00:00:00.000","1521",,"165","3",,"292","1037","24",,
"2021-04-07T00:00:00.000","1660",,"186",,,"229","1211","34",,
"2021-04-06T00:00:00.000","1682",,"170",,,"187","1286","39",,
"2021-04-05T00:00:00.000","1328",,"60","1",,"152","1083","32",,
"2021-04-04T00:00:00.000","1310",,"30",,,"152","1093","35",,
"2021-04-03T00:00:00.000","1400",,"119",,,"124","1124","33",,
"2021-04-02T00:00:00.000","1700",,"135","1",,"149","1366","49",,
"2021-04-01T00:00:00.000","2085",,"186","2",,"146","1693","58",,
"2021-03-31T00:00:00.000","1835",,"238","1",,"81","1465","50",,
"2021-03-30T00:00:00.000","2193",,"213","1",,"104","1826","49",,
"2021-03-29T00:00:00.000","2513",,"215","1",,"107","2123","67",,
"2021-03-28T00:00:00.000","1966",,"91",,,"71","1743","61",,
"2021-03-27T00:00:00.000","2216",,"231",,,"75","1852","58",,
"2021-03-26T00:00:00.000","2434",,"264","1",,"81","2028","60",,
"2021-03-25T00:00:00.000","2529",,"360",,,"78","2014","77",,
"2021-03-24T00:00:00.000","2706",,"338","1",,"79","2212","76",,
"2021-03-23T00:00:00.000","2731",,"348",,,"68","2220","95",,
"2021-03-22T00:00:00.000","3118",,"360",,,"88","2594","76",,
"2021-03-21T00:00:00.000","2504",,"126","1",,"56","2249","72",,
"2021-03-20T00:00:00.000","2753",,"237","1",,"53","2399","63",,
"2021-03-19T00:00:00.000","2785",,"298","1",,"66","2357","63",,
"2021-03-18T00:00:00.000","2856",,"389","2",,"65","2320","80",,
"2021-03-17T00:00:00.000","3103",,"410",,,"67","2538","88",,
"2021-03-16T00:00:00.000","3158",,"452","1",,"71","2544","90",,
"2021-03-15T00:00:00.000","3712",,"432","1",,"72","3103","104",,
"2021-03-14T00:00:00.000","2855",,"158",,,"55","2559","83",,
"2021-03-13T00:00:00.000","2984",,"336","1",,"47","2519","81",,
"2021-03-12T00:00:00.000","3401",,"432",,,"71","2798","100",,
"2021-03-11T00:00:00.000","3281",,"440","2",,"55","2714","70",,
"2021-03-10T00:00:00.000","4001",,"562",,,"67","3253","119",,
"2021-03-09T00:00:00.000","3559",,"491","1",,"63","2930","74",,
"2021-03-08T00:00:00.000","4061",,"433","1",,"67","3450","110",,
"2021-03-07T00:00:00.000","3036",,"144",,,"56","2749","87",,
"2021-03-06T00:00:00.000","3287",,"347","1",,"51","2826","62",,
"2021-03-05T00:00:00.000","3740",,"474","1",,"56","3103","106",,
"2021-03-04T00:00:00.000","3388",,"423","1",,"52","2808","104",,
"2021-03-03T00:00:00.000","3596",,"466","1",,"51","3005","73",,
"2021-03-02T00:00:00.000","3563",,"527","1",,"54","2901","80",,
"2021-03-01T00:00:00.000","4270",,"434","1",,"61","3664","110",,
"2021-02-28T00:00:00.000","2377",,"145",,,"32","2131","69",,
"2021-02-27T00:00:00.000","2580",,"317",,,"30","2171","62",,
"2021-02-26T00:00:00.000","2980",,"381","1",,"32","2493","73",,
"2021-02-25T00:00:00.000","2869",,"368",,,"50","2360","91",,
